Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Value,CLTV
0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,0,6361
0,0,0,0,43,1,0,2,1,1,1,1,1,1,2,1,0,19.65,0,3678
0,0,1,0,60,1,0,0,2,2,0,2,0,0,2,0,0,59.85,0,4029
1,0,1,0,58,1,2,0,2,2,2,0,2,2,2,1,2,86.1,0,5666
1,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,19.45,0,5084
1,0,1,1,2,1,0,1,2,0,0,0,2,2,0,0,2,97.1,0,5745
1,1,0,0,37,0,1,0,0,2,2,0,0,0,0,0,2,36.65,0,2494
0,1,1,1,65,1,2,1,0,0,2,2,2,2,1,1,0,103.9,0,5669
0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,0,3,19.75,0,3944
1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,3,24.55,0,6042
0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,0,48.7,0,5453
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.55,0,6452
0,0,1,0,41,1,0,2,1,1,1,1,1,1,2,0,1,20.65,0,5062
0,0,0,0,4,1,0,0,2,2,0,0,0,0,0,0,2,55.2,0,4042
1,0,0,0,53,1,2,2,1,1,1,1,1,1,1,0,0,24.05,0,4865
1,0,1,0,39,1,0,2,1,1,1,1,1,1,2,1,0,20.45,0,2165
1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,0,4538
1,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,2,26.35,0,2723
0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,0,4369
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.15,0,4014
1,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,20.45,0,5925
1,0,0,0,60,1,0,0,2,2,2,0,0,0,2,0,2,61.4,0,6209
1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,0,5507
0,0,0,0,66,1,0,0,2,2,2,0,0,0,2,1,0,61.15,0,5133
1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,3,20.25,0,4439
0,1,0,0,66,1,2,0,2,2,0,2,0,0,1,1,1,63.85,0,4657
1,0,0,0,49,1,2,1,0,2,0,0,2,2,0,0,2,98.7,0,6148
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.0,0,5913
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.3,0,4180
0,0,1,1,23,1,0,1,2,2,0,2,0,0,0,0,3,84.4,0,2177
1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.1,0,2013
0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,48.25,0,2682
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0,5432
0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,0,2405
0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.15,0,5766
0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.3,0,5168
1,0,1,1,24,1,0,0,2,0,2,0,0,0,1,1,1,56.25,0,3607
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.3,0,4177
1,1,1,0,60,1,2,1,0,0,0,2,2,2,0,1,2,99.0,0,4763
0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,90.6,0,5240
1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,0,85.9,0,5137
0,0,0,0,60,1,2,1,0,0,2,0,0,0,1,1,0,79.2,0,5687
1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.35,0,2704
1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,19.35,0,3433
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.15,0,3043
0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,0,5144
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,0,4907
1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,88.55,0,4097
1,1,0,0,67,1,2,1,0,0,2,0,2,2,0,1,1,101.4,0,5269
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.6,0,4864
1,0,0,0,4,1,0,0,0,2,0,2,2,0,0,1,0,63.75,0,2624
0,0,1,1,66,1,2,1,2,2,2,0,2,2,2,0,0,109.25,0,5865
0,0,0,0,12,1,0,1,0,2,0,0,0,2,0,1,2,84.6,0,4807
0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.45,0,4690
1,0,0,0,26,1,0,1,0,2,0,0,2,0,0,1,2,85.75,0,3178
1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,0,4687
0,0,1,1,42,1,2,2,1,1,1,1,1,1,2,0,2,22.95,0,4650
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.45,0,5113
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,1,19.7,0,4431
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,0,5233
1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,0,79.95,0,2968
0,0,1,0,31,1,0,0,2,0,0,2,0,2,1,1,2,64.0,0,5191
0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,0,2775
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0,5434
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,90.15,0,4606
1,1,0,0,67,1,2,1,2,2,2,2,2,2,2,1,1,116.1,0,5896
0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.95,0,5926
1,0,1,1,58,0,1,0,2,2,2,0,2,0,1,0,3,50.0,0,4704
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,0,2664
0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,0,5707
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,2,19.95,0,2252
1,0,0,0,43,1,2,2,1,1,1,1,1,1,2,0,0,26.45,0,3881
0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,0,3909
1,0,0,0,71,0,1,0,2,2,2,2,2,0,2,0,0,53.95,0,4094
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.1,0,5584
0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.1,0,4716
1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,0,2562
0,0,1,0,21,1,0,1,0,0,2,2,0,0,1,0,2,79.2,0,4900
0,0,1,1,6,1,0,0,0,0,0,2,0,0,0,1,3,48.8,0,4538
0,0,0,0,43,1,0,0,0,2,0,2,0,0,1,0,2,55.45,0,3350
0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,1,1,25.4,0,5070
1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,0,5804
1,0,0,0,52,0,1,0,2,2,2,2,2,2,2,0,1,63.9,0,5380
1,0,0,0,32,1,0,0,0,0,0,0,2,2,1,1,0,64.85,0,4895
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,0,6107
1,0,0,0,51,0,1,0,2,0,0,2,0,2,0,1,1,44.45,0,6087
1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.95,0,6492
1,1,1,0,8,0,1,0,0,2,2,0,0,2,0,1,3,43.35,0,2560
1,0,1,0,49,0,1,0,0,2,0,0,2,2,2,0,1,49.65,0,4283
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,0,4147
1,0,0,0,54,1,0,1,2,0,2,0,2,0,0,0,3,89.8,0,4980
0,0,1,1,50,1,0,1,0,0,2,2,2,2,1,0,3,103.05,0,5905
0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,2,116.0,0,4216
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,0,3358
1,0,1,1,68,1,0,1,2,2,0,2,0,2,2,0,0,95.1,0,5748
1,0,0,1,40,0,1,0,2,2,0,2,0,0,1,0,3,40.25,0,4288
1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0,5472
0,1,0,1,33,1,2,1,0,2,2,0,2,2,0,1,0,105.35,0,4738
1,1,1,0,55,1,2,1,0,2,2,2,2,2,2,1,2,113.6,0,5754
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,1,0,24.0,0,5440
0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,0,19.4,0,3713
1,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,0,86.1,0,6286
1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,3,102.65,0,3655
0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,0,5206
1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,0,4488
1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,0,4256
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,0,4006
1,0,0,0,40,1,2,2,1,1,1,1,1,1,2,1,3,24.6,0,2601
1,0,0,0,12,0,1,0,2,2,0,2,2,0,0,1,0,50.95,0,2716
1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,0,4990
0,0,1,1,51,1,2,1,0,0,0,2,0,0,0,1,2,80.75,0,6032
1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,0,5804
0,0,0,0,56,1,0,0,2,0,2,2,0,0,1,1,1,60.25,0,4835
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,20.2,0,4267
1,0,1,0,20,1,0,0,2,0,0,2,0,2,1,1,3,64.15,0,5969
0,0,1,1,26,1,0,2,1,1,1,1,1,1,0,1,1,20.25,0,5158
1,0,0,0,51,1,0,1,0,2,2,0,2,2,0,1,2,99.0,0,5787
0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,80.3,0,3132
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,0,5537
1,0,1,1,27,1,2,1,2,2,0,2,2,0,0,0,2,100.75,0,3160
1,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,3,53.75,0,5385
0,0,1,1,34,1,2,2,1,1,1,1,1,1,1,1,1,25.6,0,5854
1,0,1,0,24,1,2,0,2,0,0,2,0,0,1,1,2,58.35,0,5428
0,1,0,0,14,0,1,0,0,0,0,0,2,2,0,1,2,46.35,0,2056
1,0,1,0,59,1,2,1,2,2,2,2,2,2,2,0,2,113.75,0,6251
1,0,0,0,3,1,0,1,0,2,2,0,0,2,0,0,2,90.4,0,5625
0,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,2,109.3,0,6087
0,0,1,1,59,1,2,0,2,2,2,2,2,2,2,0,1,90.3,0,4617
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.25,0,6412
1,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,3,60.65,0,2111
1,0,0,1,19,1,2,2,1,1,1,1,1,1,0,1,1,24.1,0,2378
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,0,3753
1,0,0,0,24,1,0,1,0,2,2,2,0,0,0,1,2,85.95,0,5421
1,1,0,0,57,1,0,0,0,0,2,2,0,0,1,1,2,53.5,0,5521
0,0,0,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.45,0,4118
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,0,20.5,0,4416
1,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,1,20.85,0,4886
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,89.9,0,4444
0,0,1,0,26,1,2,2,1,1,1,1,1,1,1,0,3,26.0,0,2244
0,0,0,0,35,1,2,1,2,2,2,2,2,2,2,1,3,113.2,0,5723
0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,0,4318
0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,3,20.1,0,3700
1,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.65,0,6181
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.2,0,3383
0,1,1,0,37,1,0,1,0,0,2,2,2,0,0,0,2,90.0,0,4048
1,0,0,0,12,0,1,0,0,2,0,2,0,0,0,0,3,34.0,0,3215
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,0,4540
1,0,1,0,62,0,1,0,2,2,0,2,0,0,2,1,1,38.6,0,4558
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.25,0,4831
0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,0,4459
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,0,4545
1,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.6,0,2276
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.4,0,5380
1,0,0,0,27,1,0,0,2,0,2,2,2,2,1,0,2,81.7,0,2445
0,1,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,20.3,0,3740
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,0,3731
1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.0,0,2371
1,1,0,1,38,1,2,1,2,0,0,0,0,0,0,1,3,80.45,0,2926
0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.75,0,2427
1,0,1,1,54,1,2,0,2,2,0,2,0,0,2,1,1,65.65,0,5725
0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,0,4226
1,1,1,0,44,1,2,1,0,0,2,0,2,0,0,1,2,89.2,0,2925
1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,1,2,86.75,0,5020
0,0,1,1,18,1,0,0,2,2,0,2,0,0,1,1,3,61.5,0,3479
1,1,0,0,67,1,2,2,1,1,1,1,1,1,2,0,1,25.1,0,6388
1,0,0,1,33,0,1,0,2,0,0,2,0,0,1,0,1,34.05,0,3044
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,0,4281
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.95,0,4079
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.7,0,4193
1,0,0,1,9,1,0,2,1,1,1,1,1,1,0,0,3,20.4,0,4195
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,3,26.3,0,6066
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,3,20.7,0,3330
1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,1,19.45,0,5347
0,0,1,0,68,1,2,1,2,2,2,0,2,2,2,1,0,110.8,0,4545
0,1,1,0,25,1,0,1,0,0,0,0,0,0,0,1,2,69.3,0,4442
1,0,0,0,67,0,1,0,2,0,2,2,2,0,1,1,0,49.35,0,5905
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,20.35,0,2433
0,1,1,0,67,1,2,1,2,2,0,0,2,2,1,1,2,105.6,0,5768
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.45,0,5295
1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,49.9,0,3239
0,0,1,0,48,1,0,0,0,2,2,0,0,2,1,1,2,65.65,0,5427
0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,0,5401
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.45,0,5694
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,89.9,0,5835
1,0,1,0,37,1,2,0,2,0,0,0,0,0,0,1,3,55.05,0,3839
1,0,1,1,65,1,2,1,0,0,2,2,2,2,2,1,0,104.1,0,4024
0,0,0,1,67,1,2,1,0,2,0,2,2,2,1,1,0,106.6,0,5895
1,0,1,1,50,1,2,0,2,0,0,2,2,0,2,1,1,70.5,0,4022
1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.6,0,2888
0,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.05,0,4582
1,0,1,0,25,0,1,0,0,0,2,0,2,0,1,1,1,38.1,0,2315
1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,0,2525
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,0,2904
0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,0,2006
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.8,0,2614
0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,0,4525
1,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,0,4745
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,0,3595
0,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,0,3474
1,0,1,1,47,1,2,0,2,2,2,2,2,2,2,1,3,90.5,0,3413
0,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,0,4666
0,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,0,5122
0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,0,3682
1,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,105.7,0,4420
1,0,1,0,45,1,0,0,2,0,2,0,0,0,2,0,1,53.3,0,2929
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,0,2515
1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,0,5233
1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,0,5449
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,20.15,0,4004
1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,0,3139
1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,81.0,0,4280
0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,0,5308
0,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,20.5,0,3233
1,0,0,1,28,1,0,0,0,2,0,2,0,0,1,1,1,54.4,0,4711
0,0,0,0,39,1,0,0,0,2,0,0,2,0,1,1,1,58.6,0,5662
1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,0,4924
0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,0,5119
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,0,3000
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.15,0,4650
0,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,94.45,0,5577
0,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,79.8,0,5709
1,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.05,0,2003
1,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,49.15,0,2752
0,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,19.4,0,6233
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,0,5411
0,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,106.0,0,3528
1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,0,4246
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,0,3313
1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,0,6082
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,0,5111
1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,0,5900
0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,0,4368
0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,0,5899
1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,0,4220
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,0,4106
1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,0,5443
1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,0,5596
1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,82.85,0,5184
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,0,3022
0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,0,3970
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,0,3161
1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95.0,0,6259
1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,0,4310
0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,0,4032
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,0,3063
1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,0,4042
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,0,3043
0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,0,4854
1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,0,2292
1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,0,2862
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,0,5920
0,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,101.75,0,2919
0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,0,4995
0,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,64.1,0,2804
1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,0,3090
1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,75.1,0,4634
0,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,95.85,0,3834
0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,0,2989
0,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,72.75,0,4503
1,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,19.85,0,2941
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,0,2692
1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,0,4496
0,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,46.25,0,4180
1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,0,2400
1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,0,3349
1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,0,5028
1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,0,2025
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,0,3000
1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,0,2168
0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,0,4781
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,0,5247
1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,0,4172
1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,0,5137
0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,0,5422
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,0,2185
1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,0,5006
0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,25.5,0,5447
1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,0,5415
0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,0,2896
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,0,4258
0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,0,5254
0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,0,3363
0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,0,4264
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,0,4424
1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,0,3096
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,0,4167
1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,0,4051
1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,0,3606
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,0,6339
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,0,3863
0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,0,3581
0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,0,4331
1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,0,5118
0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,0,5182
0,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,79.6,0,5592
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,0,3255
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,0,6247
1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,0,3200
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,0,6173
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,0,3142
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,0,2878
1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,0,3997
0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,0,4754
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,0,4828
1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,0,2478
0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,0,4375
1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,0,4673
1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,0,5757
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.45,0,2606
1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,0,5210
0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,0,5302
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,0,6252
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,0,3425
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,0,4370
1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,0,5614
0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,0,3605
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,0,4476
1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,0,2047
1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,0,6365
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,0,6002
0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,0,4653
1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,0,4113
